    0	  1210.7	   400.2	   261.2	   344.0	   205.3
    1	  1215.4	   402.1	   262.7	   346.3	   204.3
    2	  1218.2	   398.8	   264.5	   348.6	   206.3
    3	  1215.0	   393.1	   266.4	   349.5	   206.0
    4	  1218.7	   392.1	   267.4	   351.8	   207.4
    5	  1222.5	   392.9	   268.2	   352.8	   208.6
    6	  1224.5	   392.3	   269.8	   353.9	   208.5
    7	  1226.2	   390.8	   270.8	   356.0	   208.6
    8	  1232.9	   393.2	   274.4	   355.9	   209.4
    9	  1223.4	   385.3	   271.9	   356.2	   210.0
   10	  1225.1	   384.8	   271.8	   357.1	   211.4
   11	  1239.7	   394.9	   273.3	   359.4	   212.1
   12	  1248.6	   401.6	   274.4	   360.6	   212.0
   13	  1253.9	   404.6	   275.7	   360.7	   212.8
   14	  1252.1	   403.7	   274.6	   361.4	   212.4
   15	  1248.1	   398.4	   275.4	   361.7	   212.6
   16	  1246.0	   392.7	   276.3	   362.2	   214.8
   17	  1242.0	   390.3	   274.6	   362.8	   214.3
   18	  1250.8	   394.7	   277.5	   363.6	   215.1
   19	  1253.7	   400.0	   276.8	   362.0	   214.9
   20	  1255.4	   397.8	   279.7	   362.0	   215.9
   21	  1253.8	   394.3	   279.7	   363.1	   216.6
   22	  1264.0	   400.0	   281.3	   365.5	   217.2
   23	  1266.2	   402.5	   280.8	   365.1	   217.8
   24	  1270.7	   407.2	   281.9	   364.1	   217.5
   25	  1274.9	   406.0	   285.1	   365.1	   218.6
   26	  1268.5	   399.2	   285.3	   363.4	   220.6
   27	  1268.6	   401.8	   284.2	   361.5	   221.1
   28	  1279.2	   406.8	   286.8	   365.0	   220.6
   29	  1282.3	   409.6	   287.0	   365.5	   220.3
   30	  1281.8	   405.5	   288.2	   366.8	   221.3
   31	  1278.1	   401.1	   288.3	   367.3	   221.4
   32	  1278.2	   404.9	   288.6	   364.0	   220.8
   33	  1283.5	   406.8	   289.3	   366.5	   220.9
   34	  1286.3	   407.4	   289.6	   367.6	   221.7
   35	  1281.4	   401.4	   289.2	   368.7	   222.1
   36	  1290.5	   411.6	   290.4	   366.4	   222.2
   37	  1289.9	   410.6	   290.4	   365.3	   223.6
   38	  1295.5	   408.7	   292.2	   370.8	   223.8
   39	  1291.4	   407.6	   290.7	   369.9	   223.3
   40	  1288.2	   405.6	   293.1	   364.8	   224.7
   41	  1279.9	   402.1	   288.7	   364.9	   224.2
   42	  1289.9	   413.5	   290.4	   363.8	   222.3
   43	  1293.6	   414.8	   291.2	   365.3	   222.3
   44	  1296.8	   414.5	   292.6	   367.3	   222.5
   45	  1294.3	   416.1	   291.1	   363.8	   223.2
   46	  1290.4	   411.2	   290.4	   366.6	   222.1
   47	  1294.3	   410.6	   292.0	   368.9	   222.8
   48	  1296.1	   408.2	   297.8	   367.9	   222.2
   49	  1287.6	   408.0	   297.8	   362.6	   219.2
   50	  1292.9	   414.2	   293.0	   365.0	   220.7
   51	  1285.2	   409.6	   291.6	   363.4	   220.6
   52	  1287.3	   411.5	   293.6	   363.3	   218.9
   53	  1292.6	   411.7	   297.6	   366.1	   217.2
   54	  1293.9	   413.9	   297.8	   366.4	   215.8
   55	  1291.4	   414.2	   297.1	   364.9	   215.3
   56	  1294.8	   420.2	   295.1	   365.4	   214.1
   57	  1290.3	   420.3	   293.5	   363.1	   213.4
   58	  1293.4	   423.3	   295.0	   362.3	   212.7
   59	  1282.4	   417.1	   294.1	   361.9	   209.3
   60	  1276.4	   412.8	   293.9	   360.7	   209.1
   61	  1276.2	   413.2	   295.3	   359.8	   207.9
   62	  1272.7	   411.8	   295.7	   358.4	   206.8
   63	  1267.3	   409.0	   295.8	   356.6	   205.9
   64	  1266.1	   411.8	   294.0	   355.2	   205.2
   65	  1269.8	   418.6	   292.0	   354.7	   204.4
   66	  1261.4	   412.1	   293.7	   353.8	   201.8
   67	  1255.7	   412.5	   290.2	   351.3	   201.7
   68	  1254.8	   415.6	   288.2	   351.3	   199.6
   69	  1249.8	   413.2	   289.2	   348.7	   198.6
   70	  1244.2	   411.6	   289.4	   346.2	   197.0
   71	  1242.6	   413.9	   287.9	   346.4	   194.4
   72	  1234.5	   410.7	   286.4	   343.7	   193.7
   73	  1230.5	   412.3	   283.6	   342.8	   191.8
   74	  1226.0	   408.4	   284.8	   341.3	   191.5
   75	  1226.0	   410.8	   283.4	   341.6	   190.2
   76	  1216.6	   407.3	   281.8	   337.8	   189.8
   77	  1215.6	   408.9	   280.5	   337.6	   188.6
   78	  1212.6	   407.3	   282.4	   335.4	   187.5
   79	  1210.1	   408.3	   279.8	   336.4	   185.6
   80	  1203.1	   404.5	   279.3	   334.0	   185.3
   81	  1198.1	   404.2	   276.8	   333.0	   184.2
   82	  1193.2	   400.4	   278.0	   331.9	   182.9
   83	  1187.8	   400.1	   274.8	   330.3	   182.6
   84	  1187.3	   399.8	   276.6	   328.9	   182.0
   85	  1183.4	   398.4	   274.5	   329.0	   181.5
   86	  1179.6	   394.5	   273.4	   328.6	   183.1
   87	  1177.9	   395.6	   273.2	   328.1	   181.0
   88	  1174.9	   395.0	   272.3	   326.9	   180.7
   89	  1170.8	   391.7	   270.3	   326.3	   182.5
   90	  1168.3	   390.0	   270.1	   325.8	   182.3
   91	  1164.5	   386.3	   268.6	   326.3	   183.4
   92	  1166.7	   390.3	   267.7	   326.0	   182.7
   93	  1167.4	   388.7	   267.0	   326.9	   184.8
   94	  1164.8	   386.0	   266.9	   325.8	   186.1
   95	  1157.5	   376.0	   265.3	   328.5	   187.8
   96	  1159.9	   378.1	   264.5	   328.1	   189.2
   97	  1161.5	   377.4	   263.5	   329.6	   191.0
   98	  1165.2	   376.3	   264.0	   332.0	   192.9
   99	  1165.3	   375.5	   261.7	   334.0	   194.1
  100	  1167.8	   373.0	   263.8	   334.5	   196.5
  101	  1173.2	   373.8	   264.4	   336.8	   198.1
  102	  1170.3	   370.9	   261.4	   338.7	   199.4
  103	  1177.4	   373.7	   261.4	   341.3	   201.0
  104	  1172.1	   365.4	   262.6	   342.7	   201.4
  105	  1179.1	   367.0	   261.2	   346.5	   204.4
  106	  1175.1	   361.6	   263.0	   347.8	   202.8
  107	  1185.5	   370.2	   262.1	   349.2	   204.0
  108	  1193.7	   374.5	   262.2	   351.8	   205.3
  109	  1189.6	   366.2	   264.1	   354.0	   205.2
  110	  1199.4	   374.1	   265.0	   355.2	   205.1
  111	  1195.0	   367.5	   265.9	   356.4	   205.2
  112	  1207.8	   377.2	   267.3	   357.1	   206.3
  113	  1212.1	   378.3	   268.8	   358.1	   206.9
  114	  1218.3	   381.1	   270.1	   360.5	   206.6
  115	  1219.6	   379.4	   273.0	   360.6	   206.6
  116	  1229.9	   385.3	   276.2	   362.0	   206.3
  117	  1234.1	   386.7	   279.2	   362.5	   205.8
  118	  1243.0	   392.0	   281.2	   362.4	   207.3
  119	  1246.5	   392.4	   283.2	   364.0	   206.9
  120	  1239.9	   387.0	   283.0	   363.1	   206.8
  121	  1251.6	   395.2	   285.0	   363.7	   207.6
  122	  1253.1	   395.9	   285.9	   364.4	   207.0
  123	  1256.4	   396.2	   289.4	   364.0	   206.8
  124	  1259.5	   397.5	   292.0	   362.6	   207.3
  125	  1259.7	   397.9	   291.3	   363.8	   206.7
  126	  1265.7	   400.7	   293.5	   363.6	   208.0
  127	  1267.1	   401.4	   295.2	   363.0	   207.5
  128	  1268.6	   404.3	   294.3	   362.5	   207.5
  129	  1273.4	   404.9	   297.8	   361.7	   209.0
  130	  1275.6	   409.4	   297.6	   359.8	   208.9
  131	  1273.0	   406.3	   296.7	   360.7	   209.3
  132	  1282.0	   412.5	   298.8	   362.0	   208.8
  133	  1285.4	   409.0	   301.0	   365.8	   209.6
  134	  1281.4	   408.7	   300.6	   361.3	   210.8
  135	  1273.7	   402.2	   295.1	   364.2	   212.3
  136	  1312.5	   415.5	   302.4	   375.2	   219.3
  137	  1326.3	   411.4	   302.7	   370.2	   242.0
  138	  1326.2	   410.3	   303.6	   366.8	   245.6
  139	  1325.6	   409.4	   304.4	   364.2	   247.5
  140	  1327.6	   412.4	   305.7	   365.1	   244.4
  141	  1328.6	   414.6	   306.7	   367.3	   240.0
  142	  1323.8	   411.3	   307.1	   367.8	   237.6
  143	  1312.2	   406.3	   305.4	   365.7	   234.8
